query,approach,pipeline_id,computeSamples,eliminateSingletons,htAlloc,htBuild,htBuildBloomFilter,htBuildTotal,htBuildTree,htCollectAndSort,htCountUniqueKeys,joinOptimize,pipelineCompile,pipelineExec,scanBuild
10a,old,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
10a,old,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1168.000,0.000,0.000
10a,old,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
10a,old,3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1156.000,1.000,0.000
10a,old,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1299.000,0.000,0.000
10a,old,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1489.000,0.000,0.000
10a,old,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1241.000,0.000,0.000
10a,old,7,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
10a,old,8,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
10a,old,9,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000
10a,old,10,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
10a,old,11,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
10a,old,12,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
10a,old,13,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
10a,old,14,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
10a,old,15,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
10a,old,16,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
10a,old,17,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
10a,old,18,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
10b,old,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
10b,old,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1152.000,0.000,0.000
10b,old,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
10b,old,3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1206.000,0.000,0.000
10b,old,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1210.000,0.000,0.000
10b,old,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
10b,old,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
10b,old,7,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
10b,old,8,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
10b,old,9,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
10b,old,10,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
10b,old,11,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
10b,old,12,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
10c,old,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
10c,old,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1066.000,0.000,0.000
10c,old,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
10c,old,3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1095.000,0.000,0.000
10c,old,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1275.000,0.000,0.000
10c,old,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
10c,old,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1399.000,0.000,0.000
10c,old,7,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1265.000,0.000,0.000
10c,old,8,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
10c,old,9,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
10c,old,10,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
10c,old,11,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
10c,old,12,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,0.000
10c,old,13,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
10c,old,14,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
10c,old,15,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
10c,old,16,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
10c,old,17,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
10c,old,18,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
10c,old,19,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
10c,old,20,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
10c,old,21,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
11a,old,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
11a,old,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1122.000,0.000,0.000
11a,old,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1139.000,0.000,0.000
11a,old,3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1151.000,0.000,0.000
11a,old,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1415.000,0.000,0.000
11a,old,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1214.000,0.000,0.000
11a,old,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1204.000,0.000,0.000
11a,old,7,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
11a,old,8,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
11a,old,9,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
11a,old,10,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
11a,old,11,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
11a,old,12,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
11a,old,13,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
11a,old,14,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
11a,old,15,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
11a,old,16,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
11a,old,17,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
11a,old,18,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000
11b,old,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
11b,old,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1263.000,0.000,0.000
11b,old,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1062.000,0.000,0.000
11b,old,3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1259.000,0.000,0.000
11b,old,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1181.000,0.000,0.000
11b,old,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1153.000,0.000,0.000
11b,old,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
11b,old,7,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
11b,old,8,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
11b,old,9,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
11b,old,10,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
11b,old,11,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
11b,old,12,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
11b,old,13,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
11b,old,14,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
11b,old,15,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000
11c,old,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
11c,old,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1097.000,0.000,0.000
11c,old,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
11c,old,3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
11c,old,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1165.000,0.000,0.000
11c,old,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1145.000,0.000,0.000
11c,old,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
11c,old,7,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1371.000,0.000,0.000
11c,old,8,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1214.000,1.000,0.000
11c,old,9,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
11c,old,10,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
11c,old,11,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
11c,old,12,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
11c,old,13,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
11c,old,14,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
11c,old,15,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
11c,old,16,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000
11c,old,17,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
11c,old,18,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
11c,old,19,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
11c,old,20,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
11c,old,21,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
11c,old,22,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
11c,old,23,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
11c,old,24,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000
11d,old,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
11d,old,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1070.000,0.000,0.000
11d,old,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
11d,old,3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
11d,old,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
11d,old,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1152.000,0.000,0.000
11d,old,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1102.000,0.000,0.000
11d,old,7,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1215.000,1.000,0.000
11d,old,8,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1231.000,0.000,0.000
11d,old,9,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
11d,old,10,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
11d,old,11,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
11d,old,12,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
11d,old,13,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000
11d,old,14,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000
11d,old,15,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
11d,old,16,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
11d,old,17,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
11d,old,18,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
11d,old,19,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
11d,old,20,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
11d,old,21,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
11d,old,22,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000
11d,old,23,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
11d,old,24,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
12a,old,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
12a,old,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1125.000,0.000,0.000
12a,old,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1079.000,0.000,0.000
12a,old,3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1164.000,0.000,0.000
12a,old,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1249.000,0.000,0.000
12a,old,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1464.000,0.000,0.000
12a,old,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
12a,old,7,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
12a,old,8,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
12a,old,9,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
12a,old,10,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
12a,old,11,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
12a,old,12,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
12a,old,13,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
12a,old,14,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
12a,old,15,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
12b,old,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
12b,old,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1093.000,0.000,0.000
12b,old,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1127.000,0.000,0.000
12b,old,3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
12b,old,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1225.000,0.000,0.000
12b,old,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
12b,old,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1241.000,9.000,0.000
12b,old,7,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
12b,old,8,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
12b,old,9,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
12b,old,10,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
12b,old,11,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
12b,old,12,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.000,0.000
12b,old,13,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
12b,old,14,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
12b,old,15,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000
12b,old,16,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
12b,old,17,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
12b,old,18,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.000,0.000
12c,old,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
12c,old,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1118.000,0.000,0.000
12c,old,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
12c,old,3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1075.000,0.000,0.000
12c,old,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1302.000,1.000,0.000
12c,old,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1288.000,1.000,0.000
12c,old,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
12c,old,7,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000
12c,old,8,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
12c,old,9,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000
12c,old,10,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000
12c,old,11,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
12c,old,12,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000
12c,old,13,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
12c,old,14,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.000,0.000
12c,old,15,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000
13a,old,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
13a,old,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1115.000,0.000,0.000
13a,old,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1265.000,1.000,0.000
13a,old,3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1160.000,0.000,0.000
13a,old,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1160.000,1.000,0.000
13a,old,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1236.000,11.000,0.000
13a,old,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
13a,old,7,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000
13a,old,8,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000
13a,old,9,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000
13a,old,10,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11.000,0.000
13a,old,11,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
13a,old,12,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000
13a,old,13,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000
13a,old,14,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000
13a,old,15,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9.000,0.000
13b,old,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
13b,old,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1321.000,0.000,0.000
13b,old,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1167.000,0.000,0.000
13b,old,3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1190.000,0.000,0.000
13b,old,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
13b,old,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1371.000,3.000,0.000
13b,old,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
13b,old,7,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
13b,old,8,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
13b,old,9,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,0.000
13b,old,10,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000
13b,old,11,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
13b,old,12,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
13b,old,13,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
13b,old,14,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
13b,old,15,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000
13c,old,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
13c,old,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1115.000,0.000,0.000
13c,old,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
13c,old,3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1486.000,1.000,0.000
13c,old,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
13c,old,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1234.000,2.000,0.000
13c,old,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
13c,old,7,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
13c,old,8,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
13c,old,9,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
13c,old,10,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000
13c,old,11,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
